CombinedName,LabelDescription,SunConditions,ItemID,Inactive,Item,Variety,Color,Type,Definition,PictureLayout,PictureLink
Petunia Cascadias Pitaya Hot Pink,Cascadias Pitaya Petunia is bathed in stunning hot pink trumpet-shaped flowers with black throats and green edges at the ends of the stems from mid spring to late summer. Its pointy leaves remain green in color throughout the season.,sun.jpg,8472,FALSE,Petunia,Cascadias Pitaya,Hot Pink,Annual,,,
Petunia Supercal French Vanilla Light Yellow,"Ht. 10"" Medium flower with medium vigor. Interesting flower color light yellow with a brown throat.",sun.jpg,8473,FALSE,Petunia,Supercal French Vanilla,Light Yellow,Annual,,,
Petunia Funhouse Potpouri Pink,"Ht. 10-14""  Dynamic petunias with unique flower color and pattern. Great habits for a fun addition to hanging basket and patio container programs.",sun.jpg,8474,FALSE,Petunia,Funhouse Potpouri,Pink,Annual,,,
Cuphea Hummingbird's Lunch Red,"Ht. 24"" An outstanding new annual, covered by bright cherry-red two-toned flowers. Blooming non-stop, this beauty provides color all summer-fall!",sun.jpg,8481,FALSE,Cuphea,Hummingbird's Lunch,Red,Annual,,,
Impatiens Sunpatiens Compact Tropical Rose Rose,"Ht. 14-20"" Bold foliage with Rose blooms.",all_conditions.jpg,8482,FALSE,Impatiens,Sunpatiens Compact Tropical Rose,Rose,Annual,,,
Cuphea Funny Face Pink,"Dripping with flower chimes in bright pink and yellow displayed along its branches, Ht. 18"" 'Funny Face' is an easy-care summer bloomer for pots, shedding its old flowers as new ones open and thriving in the heat. It plays with others nicely, too, serving as the filler in mixed containers.",sun.jpg,8483,FALSE,Cuphea,Funny Face,Pink,Annual,,,
Begonia Zumba White,"The foliage of Rex begonias are the envy of the plant world. Wild colors, patterns and textures make them living works of art. Who needs blooms with leaves like that? They also double as great houseplants in bright, but indirect light. Grows to about 8″",shade.jpg,8484,FALSE,Begonia,Zumba,White,Annual,,,
Alternanthera Little Ruby,"Ht. 8-12"" A nice drought tolerant edger. Dark foliage.",all_conditions.jpg,8485,FALSE,Alternanthera,Little Ruby,,Annual,,,
Begonia Dragonwing White White,"Ht. 18-24"" A wonderful new color offering on a truly fabulous plant!",all_conditions.jpg,8486,FALSE,Begonia,Dragonwing White,White,Annual,,,
"Moluccella laevis ""Bells of Ireland"" Green","This plant is most noted for producing a mid-summer to fall bloom of showy flower spikes featuring fragrant but tiny white flowers of little ornamental significance encased by large, showy, cup-shaped, green calyces. Calyces are densely packed along each flower spike from top nearly to base. Excellent Cut-flower",sun.jpg,8359,FALSE,Moluccella laevis,"""Bells of Ireland""",Green,Annual,,,
Argyranthemum Sassy Rose Pink,"Ht 10-14"" Easy, early, and bright cheery blooms all spring long. Bright, cheery daisy-like blooms are a consumer favorite and perfect for early season sales. Controlled upright habits are ideal for small and large pots alike.",sun.jpg,8360,FALSE,Argyranthemum,Sassy Rose,Pink,Annual,,,
Lobelia Magadi Basket Dark Blue Blue,The entire Magadi collection is bred for superior heat tolerance. Works best for large patio pots or hanging baskets.,part-sun_shade.jpg,8361,FALSE,Lobelia,Magadi Basket Dark Blue,Blue,Annual,,,
Lobularia Purple Stream Purple,Lobularia Streams were bred to be to be heat tolerant and are well controlled in nature. They make a great addition to combination pots and blend well with other varieties. Lobularia Streams also have the garden performance to be planted as a bedding accent plant in the garden. They can handle early to late season and will add a scent of spring to any planting and in the garden center.,sun.jpg,8362,FALSE,Lobularia,Purple Stream,Purple,Annual,,,
Lobularia Raspberry Stream Pink,Lobularia Streams were bred to be to be heat tolerant and are well controlled in nature. They make a great addition to combination pots and blend well with other varieties. Lobularia Streams also have the garden performance to be planted as a bedding accent plant in the garden. They can handle early to late season and will add a scent of spring to any planting and in the garden center.,sun.jpg,8363,FALSE,Lobularia,Raspberry Stream,Pink,Annual,,,
Lobularia Silver Stream White,Lobularia Streams were bred to be to be heat tolerant and are well controlled in nature. They make a great addition to combination pots and blend well with other varieties. Lobularia Streams also have the garden performance to be planted as a bedding accent plant in the garden. They can handle early to late season and will add a scent of spring to any planting and in the garden center.,sun.jpg,8364,FALSE,Lobularia,Silver Stream,White,Annual,,,
Lobularia White Stream White,Lobularia Streams were bred to be to be heat tolerant and are well controlled in nature. They make a great addition to combination pots and blend well with other varieties. Lobularia Streams also have the garden performance to be planted as a bedding accent plant in the garden. They can handle early to late season and will add a scent of spring to any planting and in the garden center.,sun.jpg,8365,FALSE,Lobularia,White Stream,White,Annual,,,
Portulaca Cupcake Cherry Baby Red,"Height: 4-6"" Spread: 10-16"" Super easy drought tolerant plant.",sun.jpg,8366,FALSE,Portulaca,Cupcake Cherry Baby,Red,Annual,,,
Portulaca Cupcake Grape Jelly Pink,"Height: 4-6"" Spread: 10-16"" Super easy drought tolerant plant.",sun.jpg,8367,FALSE,Portulaca,Cupcake Grape Jelly,Pink,Annual,,,
Portulaca Cupcake Carrot Orange,"Height: 4-6"" Spread: 10-16"" Super easy drought tolerant plant.",sun.jpg,8368,FALSE,Portulaca,Cupcake Carrot,Orange,Annual,,,
Bacopa Calypso Jumbo White White,,blank.jpg,8369,FALSE,Bacopa,Calypso Jumbo White,White,Annual,,,
Bacopa Scopia White White,,blank.jpg,8370,FALSE,Bacopa,Scopia White,White,Annual,,,
Mandevilla Sunbeam Yellow,"Ht.12-24"" This plant is vigorous and heat loving. Flowers are yellow with a dark throat. Excellent container plant.",sun.jpg,8371,FALSE,Mandevilla,Sunbeam,Yellow,Annual,,,
Verbena Lascar Purple Burgundy/purple,"Spread 12-16"" Sun-and-heat-loving plant attracts birds, bees and butterflies.",blank.jpg,8378,FALSE,Verbena,Lascar Purple,Burgundy/purple,Annual,,,
Verbena Lascar Mango Orange Coral,"Spread 12-16"" Excellent color range in a uniform, reliable series. Early-flowering with a mounded, trailing habit and medium vigor, Lascar varieties have full centers and make fantastic mixed containers, pots, gallons or mono baskets.",blank.jpg,8379,FALSE,Verbena,Lascar Mango Orange,Coral,Annual,,,
Verbena Lanai White White,"High-performance blooms all season long with a profusion of color! This early blooming verbena has abundant and large flowers and excellent branching on a semi-trailing habit - perfect for hanging baskets, mixed patio containers or landscape beds. Thrives in the tough summer heat.",blank.jpg,8381,FALSE,Verbena,Lanai White,White,Annual,,,
Verbena Lanai Sky Blue Lavender,"High-performance blooms all season long with a profusion of color! This early blooming verbena has abundant and large flowers and excellent branching on a semi-trailing habit - perfect for hanging baskets, mixed patio containers or landscape beds. Thrives in the tough summer heat.",blank.jpg,8382,FALSE,Verbena,Lanai Sky Blue,Lavender,Annual,,,
Verbena Lanai Scarlet w/eye Red,"High-performance blooms all season long with a profusion of color! This early blooming verbena has abundant and large flowers and excellent branching on a semi-trailing habit - perfect for hanging baskets, mixed patio containers or landscape beds. Thrives in the tough summer heat.",blank.jpg,8383,FALSE,Verbena,Lanai Scarlet w/eye,Red,Annual,,,
Verbena Lanai Red Red,"High-performance blooms all season long with a profusion of color! This early blooming verbena has abundant and large flowers and excellent branching on a semi-trailing habit - perfect for hanging baskets, mixed patio containers or landscape beds. Thrives in the tough summer heat.",blank.jpg,8384,FALSE,Verbena,Lanai Red,Red,Annual,,,
Verbena Lanai Neon Rose Pink,"High-performance blooms all season long with a profusion of color! This early blooming verbena has abundant and large flowers and excellent branching on a semi-trailing habit - perfect for hanging baskets, mixed patio containers or landscape beds. Thrives in the tough summer heat.",blank.jpg,8385,FALSE,Verbena,Lanai Neon Rose,Pink,Annual,,,
Verbena Lanai Magenta,"High-performance blooms all season long with a profusion of color! This early blooming verbena has abundant and large flowers and excellent branching on a semi-trailing habit - perfect for hanging baskets, mixed patio containers or landscape beds. Thrives in the tough summer heat.",blank.jpg,8386,FALSE,Verbena,Lanai Magenta,,Annual,,,
Verbena Lanai Cyclops Purple Purple/white,"High-performance blooms all season long with a profusion of color! This early blooming verbena has abundant and large flowers and excellent branching on a semi-trailing habit - perfect for hanging baskets, mixed patio containers or landscape beds. Thrives in the tough summer heat.",blank.jpg,8387,FALSE,Verbena,Lanai Cyclops Purple,Purple/white,Annual,,,
Verbena Lanai Compact Red Star Red/white,"High-performance blooms all season long with a profusion of color! This early blooming verbena has abundant and large flowers and excellent branching on a semi-trailing habit - perfect for hanging baskets, mixed patio containers or landscape beds. Thrives in the tough summer heat.",blank.jpg,8388,FALSE,Verbena,Lanai Compact Red Star,Red/white,Annual,,,
Verbena Lanai Bright Eye Pink/purple,"High-performance blooms all season long with a profusion of color! This early blooming verbena has abundant and large flowers and excellent branching on a semi-trailing habit - perfect for hanging baskets, mixed patio containers or landscape beds. Thrives in the tough summer heat.",blank.jpg,8389,FALSE,Verbena,Lanai Bright Eye,Pink/purple,Annual,,,
Verbena Lanai Blue Purple,"High-performance blooms all season long with a profusion of color! This early blooming verbena has abundant and large flowers and excellent branching on a semi-trailing habit - perfect for hanging baskets, mixed patio containers or landscape beds. Thrives in the tough summer heat.",blank.jpg,8390,FALSE,Verbena,Lanai Blue,Purple,Annual,,,
Calibrachoa Aloha Tiki Soft Pink Pink,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8391,FALSE,Calibrachoa,Aloha Tiki Soft Pink,Pink,Annual,,,
Calibrachoa Aloha Tiki Blue Blue,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8392,FALSE,Calibrachoa,Aloha Tiki Blue,Blue,Annual,,,
Calibrachoa Aloha Nani Pink Pink,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8393,FALSE,Calibrachoa,Aloha Nani Pink,Pink,Annual,,,
Calibrachoa Aloha Nani Midnight Blue,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8394,FALSE,Calibrachoa,Aloha Nani Midnight,Blue,Annual,,,
Calibrachoa Aloha Nani Calabash Red/yellow,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8395,FALSE,Calibrachoa,Aloha Nani Calabash,Red/yellow,Annual,,,
Calibrachoa Aloha Nani  Midnight Purple Purple,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8396,FALSE,Calibrachoa,Aloha Nani  Midnight Purple,Purple,Annual,,,
Calibrachoa Aloha Kona Yellow Yellow,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8397,FALSE,Calibrachoa,Aloha Kona Yellow,Yellow,Annual,,,
Calibrachoa Aloha Kona White White,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8398,FALSE,Calibrachoa,Aloha Kona White,White,Annual,,,
Calibrachoa Aloha Kona Mango Orange,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8399,FALSE,Calibrachoa,Aloha Kona Mango,Orange,Annual,,,
Calibrachoa Aloha Kona Hot Orange Orange,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8400,FALSE,Calibrachoa,Aloha Kona Hot Orange,Orange,Annual,,,
Calibrachoa Aloha Kona Dark Red Red,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8401,FALSE,Calibrachoa,Aloha Kona Dark Red,Red,Annual,,,
Calibrachoa Aloha Cherry Cartwheel Pink/yellow,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8402,FALSE,Calibrachoa,Aloha Cherry Cartwheel,Pink/yellow,Annual,,,
Calibrachoa Aloha Canary Yellow Yellow,"Bold, colorful blooms all season and thrives in summer sun and heat! Plant en masse or combine colors for a beautiful, billowing effect in containers, and baskets.",blank.jpg,8403,FALSE,Calibrachoa,Aloha Canary Yellow,Yellow,Annual,,,
Angelonia Sungelonia Deep Pink Pink,"Height: 12-15"" Uniform Series. Dense Foliage and Flowers. Excellent Branching. Compact, well-balanced form. Superb heat and humidity tolerance",blank.jpg,8405,FALSE,Angelonia,Sungelonia Deep Pink,Pink,Annual,,,
Angelonia Sungelonia White White,"Height: 12-15"" Uniform Series. Dense Foliage and Flowers. Excellent Branching. Compact, well-balanced form. Superb heat and humidity tolerance",blank.jpg,8406,FALSE,Angelonia,Sungelonia White,White,Annual,,,
